name,lang,id,n,size(B),cpu(s),mem(KB),status,load,elapsed(s)
binarytrees,clojure,2,12,750,2.520,79076,0,37% 42% 93% 31%,1.298
binarytrees,clojure,2,16,750,4.624,207664,0,62% 51% 81% 53%,1.901
binarytrees,clojure,2,20,750,46.548,607276,0,83% 90% 80% 80%,14.065
binarytrees,go,2,12,694,0.232,0,0,78% 75% 57% 63%,0.082
binarytrees,go,2,16,694,9.980,24572,0,77% 75% 75% 74%,3.322
binarytrees,go,2,20,694,210.880,323160,0,87% 87% 87% 87%,60.857
binarytrees,gnat,4,12,2167,0.032,0,0,0% 50% 25% 25%,0.033
binarytrees,gnat,4,16,2167,0.732,1108,0,83% 66% 70% 54%,0.280
binarytrees,gnat,4,20,2167,17.840,178956,0,83% 74% 91% 92%,5.323
binarytrees,csharp,2,12,650,0.212,1164,0,5% 95% 0% 0%,0.215
binarytrees,csharp,2,16,650,2.024,80432,0,51% 5% 2% 48%,1.943
binarytrees,csharp,2,20,650,59.908,456044,0,6% 0% 100% 1%,56.842
binarytrees,gnat,3,12,1342,0.304,0,0,47% 15% 75% 50%,0.161
binarytrees,gnat,3,16,1342,4.848,19292,0,64% 68% 73% 80%,1.723
binarytrees,gnat,3,20,1342,99.920,658828,0,90% 90% 90% 94%,27.653
binarytrees,gcc,5,12,963,0.148,0,0,60% 67% 57% 100%,0.060
binarytrees,gcc,5,16,963,3.500,14132,0,97% 95% 86% 98%,0.971
binarytrees,gcc,5,20,963,79.692,221848,0,96% 97% 90% 98%,20.976
binarytrees,swift,3,12,497,0.188,0,0,10% 0% 0% 95%,0.193
binarytrees,swift,3,16,497,4.360,18232,0,100% 1% 0% 1%,4.367
binarytrees,swift,3,20,497,97.708,202652,0,17% 0% 68% 16%,97.796
binarytrees,go,5,12,1000,0.264,0,0,91% 60% 50% 56%,0.101
binarytrees,go,5,16,1000,9.492,21140,0,74% 75% 76% 75%,3.182
binarytrees,go,5,20,1000,185.388,290640,0,82% 81% 81% 81%,57.442
binarytrees,gnat,1,12,955,0.080,0,0,0% 0% 0% 90%,0.082
binarytrees,gnat,1,16,955,1.844,15616,0,83% 1% 18% 1%,1.847
binarytrees,gnat,1,20,955,39.236,199980,0,100% 0% 1% 0%,39.271
binarytrees,clojure,6,12,705,2.304,77744,0,36% 92% 20% 36%,1.286
binarytrees,clojure,6,16,705,3.420,330384,0,60% 24% 50% 26%,2.165
binarytrees,clojure,6,20,705,28.896,606868,0,24% 39% 55% 31%,19.683
binarytrees,php,1,12,504,0.344,1280,0,8% 0% 3% 95%,0.365
binarytrees,php,1,16,504,9.020,34980,0,1% 100% 2% 1%,9.029
binarytrees,php,1,20,504,237.296,440508,0,33% 1% 1% 67%,237.494
binarytrees,ocaml,5,12,496,0.036,0,0,100% 0% 0% 0%,0.038
binarytrees,ocaml,5,16,496,1.352,18764,0,1% 1% 99% 0%,1.357
binarytrees,ocaml,5,20,496,44.180,275936,0,28% 61% 1% 13%,44.243
binarytrees,jruby,4,12,402,6.676,167932,0,63% 62% 68% 69%,2.565
binarytrees,jruby,4,16,402,11.488,664352,0,42% 30% 36% 74%,6.426
binarytrees,jruby,4,20,402,153.504,1190220,0,31% 49% 46% 35%,97.687
binarytrees,gpp,6,12,892,0.040,0,0,50% 50% 100% 100%,0.018
binarytrees,gpp,6,16,892,0.716,1016,0,32% 63% 82% 93%,0.278
binarytrees,gpp,6,20,892,24.492,362628,0,84% 70% 97% 69%,7.722
chameneosredux,gcc,5,60000,2863,0.036,0,0,100% 100% 100% 100%,0.014
chameneosredux,gcc,5,600000,2863,0.244,0,0,100% 88% 86% 100%,0.069
chameneosredux,gcc,5,6000000,2863,2.228,1560,0,98% 100% 100% 98%,0.570
chameneosredux,erlang,1,60000,734,1.844,19640,0,73% 41% 61% 26%,0.943
chameneosredux,erlang,1,600000,734,13.880,22892,0,53% 56% 48% 57%,6.557
chameneosredux,erlang,1,6000000,734,107.056,32996,0,59% 54% 52% 54%,48.934
chameneosredux,ghc,4,60000,989,0.104,0,0,83% 80% 14% 0%,0.057
chameneosredux,ghc,4,600000,989,1.128,4568,0,96% 98% 4% 2%,0.571
chameneosredux,ghc,4,6000000,989,10.536,8812,0,100% 99% 1% 2%,5.251
chameneosredux,rust,2,60000,2882,0.076,0,0,50% 100% 50% 67%,0.030
chameneosredux,rust,2,600000,2882,0.764,1252,0,90% 92% 95% 90%,0.213
chameneosredux,rust,2,6000000,2882,7.964,16608,0,98% 98% 98% 96%,2.053
chameneosredux,ocaml,1,60000,1279,4.559,5336,0,26% 38% 38% 41%,2.823
chameneosredux,ocaml,1,600000,1279,40.959,5332,0,38% 35% 35% 39%,24.848
chameneosredux,ocaml,1,6000000,1279,403.952,5328,0,41% 33% 33% 41%,244.635
chameneosredux,scala,2,60000,1171,0.752,1632,0,26% 68% 38% 56%,0.405
chameneosredux,scala,2,600000,1171,4.388,52472,0,86% 74% 72% 43%,1.618
chameneosredux,scala,2,6000000,1171,20.400,165520,0,59% 55% 60% 64%,8.607
chameneosredux,java,2,60000,1429,0.568,888,0,83% 45% 30% 36%,0.299
chameneosredux,java,2,600000,1429,2.804,46796,0,49% 66% 81% 54%,1.152
chameneosredux,java,2,6000000,1429,18.988,65008,0,62% 59% 61% 57%,7.981
chameneosredux,jruby,1,60000,928,11.985,253344,0,71% 87% 64% 60%,4.286
chameneosredux,jruby,1,600000,928,22.877,460620,0,66% 64% 56% 62%,9.228
chameneosredux,jruby,1,6000000,928,110.476,663448,0,61% 54% 51% 57%,49.356
chameneosredux,gpp,1,60000,2449,0.000,0,-11,%,0.000
chameneosredux,gpp,1,600000,2449,0.000,0,-11,%,0.000
chameneosredux,gpp,1,6000000,2449,0.000,0,-11,%,0.000
chameneosredux,sbcl,3,60000,2907,0.112,0,0,75% 100% 60% 60%,0.044
chameneosredux,sbcl,3,600000,2907,0.452,0,0,100% 71% 77% 86%,0.142
chameneosredux,sbcl,3,6000000,2907,4.048,53848,0,100% 85% 86% 99%,1.102
chameneosredux,hipe,1,60000,734,1.652,23472,0,69% 56% 62% 69%,0.822
chameneosredux,hipe,1,600000,734,11.456,23332,0,58% 47% 53% 52%,5.430
chameneosredux,hipe,1,6000000,734,99.724,37080,0,55% 52% 51% 53%,47.386
chameneosredux,gnat,2,60000,6001,0.000,0,-11,%,0.000
chameneosredux,gnat,2,600000,6001,0.000,0,-11,%,0.000
chameneosredux,gnat,2,6000000,6001,0.000,0,-11,%,0.000
chameneosredux,ghc,1,60000,989,0.084,0,0,75% 100% 17% 0%,0.051
chameneosredux,ghc,1,600000,989,0.924,8824,0,84% 98% 4% 4%,0.497
chameneosredux,ghc,1,6000000,989,8.028,8896,0,77% 100% 2% 1%,4.493
chameneosredux,go,5,60000,957,0.284,0,0,67% 67% 67% 64%,0.110
chameneosredux,go,5,600000,957,3.112,1732,0,71% 74% 73% 72%,1.083
chameneosredux,go,5,6000000,957,26.712,1740,0,72% 70% 70% 72%,9.484
chameneosredux,java,3,60000,1267,0.768,1732,0,48% 52% 53% 88%,0.328
chameneosredux,java,3,600000,1267,3.408,51792,0,60% 85% 69% 96%,1.100
chameneosredux,java,3,6000000,1267,27.464,161196,0,89% 91% 95% 64%,8.162
chameneosredux,gcc,2,60000,1663,0.244,0,0,78% 30% 75% 60%,0.102
chameneosredux,gcc,2,600000,1663,1.820,700,0,70% 72% 41% 59%,0.765
chameneosredux,gcc,2,6000000,1663,12.320,872,0,58% 45% 57% 55%,5.784
chameneosredux,gpp,5,60000,1994,1.156,3296,0,6% 7% 100% 0%,1.051
chameneosredux,gpp,5,600000,1994,1.360,756,0,91% 92% 100% 100%,0.362
chameneosredux,gpp,5,6000000,1994,13.280,3344,0,100% 100% 94% 94%,3.430
chameneosredux,racket,2,60000,842,2.220,103448,0,100% 0% 0% 1%,2.222
chameneosredux,racket,2,600000,842,17.672,105584,0,1% 1% 100% 0%,17.677
chameneosredux,racket,2,6000000,842,169.564,111892,0,49% 51% 0% 1%,169.598
chameneosredux,csharp,1,60000,1400,0.980,42012,0,42% 72% 42% 21%,0.570
chameneosredux,csharp,1,600000,1400,3.660,50172,0,58% 57% 57% 37%,1.748
chameneosredux,csharp,1,6000000,1400,24.544,50348,0,50% 56% 52% 53%,11.649
chameneosredux,gnat,5,60000,2906,0.448,0,0,73% 80% 71% 93%,0.144
chameneosredux,gnat,5,600000,2906,4.716,4152,0,88% 90% 91% 88%,1.363
chameneosredux,gnat,5,6000000,2906,45.808,4180,0,88% 90% 91% 94%,13.107
chameneosredux,rust,1,60000,1450,2.240,35216,0,65% 64% 36% 26%,1.136
chameneosredux,rust,1,600000,1450,23.032,35232,0,78% 61% 36% 35%,11.099
chameneosredux,rust,1,6000000,1450,226.512,39320,0,54% 51% 58% 59%,106.281
chameneosredux,python3,2,60000,866,4.976,8292,0,33% 47% 33% 32%,3.311
chameneosredux,python3,2,600000,866,50.524,8200,0,39% 38% 40% 38%,31.004
chameneosredux,python3,2,6000000,866,484.528,8284,0,41% 38% 38% 39%,296.781
chameneosredux,clojure,1,60000,1740,6.640,223424,0,69% 50% 48% 44%,3.151
chameneosredux,clojure,1,600000,1740,20.028,421748,0,40% 29% 30% 34%,14.753
chameneosredux,clojure,1,6000000,1740,128.756,417376,0,29% 24% 25% 30%,115.673
chameneosredux,vw,2,60000,2515,0.592,52880,0,95% 3% 0% 7%,0.619
chameneosredux,vw,2,600000,2515,4.624,53416,0,1% 100% 0% 1%,4.630
chameneosredux,vw,2,6000000,2515,44.364,53496,0,1% 0% 1% 100%,44.382
chameneosredux,gpp,2,60000,2016,0.120,0,0,50% 60% 50% 83%,0.047
chameneosredux,gpp,2,600000,2016,1.120,768,0,97% 55% 100% 100%,0.323
chameneosredux,gpp,2,6000000,2016,9.992,1808,0,100% 100% 81% 87%,3.025
chameneosredux,java,4,60000,1607,0.684,1716,0,50% 86% 40% 50%,0.310
chameneosredux,java,4,600000,1607,2.240,35728,0,77% 78% 74% 79%,0.736
chameneosredux,java,4,6000000,1607,16.684,37272,0,96% 60% 99% 97%,4.757
chameneosredux,perl,4,60000,785,6.243,12020,0,34% 34% 35% 36%,4.258
chameneosredux,perl,4,600000,785,63.201,11948,0,37% 34% 33% 37%,41.887
chameneosredux,perl,4,6000000,785,631.964,12036,0,36% 35% 34% 36%,420.711
chameneosredux,ocaml,3,60000,1146,12.094,5912,0,35% 35% 34% 38%,7.722
chameneosredux,ocaml,3,600000,1146,116.495,5928,0,35% 35% 36% 35%,74.510
chameneosredux,ocaml,3,6000000,1146,1159.604,5936,0,35% 35% 35% 35%,743.279
chameneosredux,racket,1,60000,791,3.528,105564,0,1% 1% 0% 100%,3.532
chameneosredux,racket,1,600000,791,30.984,105820,0,1% 100% 1% 1%,30.993
chameneosredux,racket,1,6000000,791,304.948,113864,0,1% 4% 4% 93%,304.973
chameneosredux,yarv,1,60000,920,2.284,9472,0,22% 45% 44% 37%,1.478
chameneosredux,yarv,1,600000,920,18.472,9536,0,34% 36% 37% 34%,11.841
chameneosredux,yarv,1,6000000,920,176.432,9600,0,30% 41% 40% 30%,113.313
chameneosredux,scala,1,60000,1271,0.000,0,-2,88% 11% 11% 5%,0.187
chameneosredux,scala,1,600000,1271,0.000,0,-2,88% 11% 11% 5%,0.187
chameneosredux,scala,1,6000000,1271,0.000,0,-2,88% 11% 11% 5%,0.187
chameneosredux,java,1,60000,1770,0.404,1756,0,31% 31% 76% 37%,0.268
chameneosredux,java,1,600000,1770,1.016,32344,0,30% 52% 59% 33%,0.591
chameneosredux,java,1,6000000,1770,3.700,45872,0,28% 29% 26% 27%,3.382
fannkuchredux,ocaml,2,10,473,0.522,704,0,0% 2% 100% 0%,0.524
fannkuchredux,ocaml,2,11,473,6.426,704,0,1% 0% 1% 100%,6.429
fannkuchredux,ocaml,2,12,473,85.940,2740,0,1% 0% 0% 100%,85.961
fannkuchredux,ocaml,4,10,1004,0.008,0,0,92% 91% 100% 100%,0.111
fannkuchredux,ocaml,4,11,1004,0.006,11912,0,100% 100% 100% 99%,1.233
fannkuchredux,ocaml,4,12,1004,0.007,12160,0,100% 100% 100% 100%,16.490
fannkuchredux,ghc,1,10,553,3.988,11172,0,78% 10% 11% 36%,2.961
fannkuchredux,ghc,1,11,553,50.344,9236,0,12% 57% 55% 11%,37.035
fannkuchredux,ghc,1,12,553,678.596,10080,0,14% 62% 45% 16%,502.595
fannkuchredux,fsharp,3,10,945,1.988,52516,0,44% 15% 39% 26%,1.643
